date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,return
2017-12-27 00:00:00+00:00,57.27,57.65,57.18,57.19,4707922,48.090743306,48.409836766,48.0151685391,48.0235657354,4707922,0.0,1.0,0.0022751137553183
2017-12-28 00:00:00+00:00,57.81,58.0,57.3,57.47,5003847,48.5441919071,48.7037386371,48.1159348949,48.2586872323,5003847,0.0,1.0,0.009429020429456
2017-12-29 00:00:00+00:00,57.43,57.97,57.42,57.74,5309556,48.225098447,48.6785470481,48.2167012507,48.4854115329,5309556,0.0,1.0,-0.0065732572232463
2018-01-02 00:00:00+00:00,57.63,58.21,57.48,57.95,7199959,48.3930423734,48.8800797597,48.2670844286,48.6617526555,7199959,0.0,1.0,0.0034825004366672
2018-01-03 00:00:00+00:00,58.71,58.96,57.8,57.93,7417389,49.2999395756,49.5098694835,48.5357947108,48.6449582629,7417389,0.0,1.0,0.018740239458441
2018-01-04 00:00:00+00:00,58.93,59.41,58.73,58.99,5723756,49.4846778946,49.8877433178,49.3167339682,49.5350610725,5723756,0.0,1.0,0.0037472321587068
2018-01-05 00:00:00+00:00,59.61,59.69,59.07,59.25,5996343,50.0556872441,50.1228648146,49.602238643,49.7533881767,5996343,0.0,1.0,0.0115391142025058
2018-01-08 00:00:00+00:00,59.31,59.67,58.56,59.48,6291099,49.8037713546,50.106070422,49.1739816308,49.946523692,6291099,0.0,1.0,-0.0050327126320633
2018-01-09 00:00:00+00:00,59.18,59.47,58.86,59.2,5176826,49.6946078025,49.9381264957,49.4258975203,49.7114021951,5176826,0.0,1.0,-0.0021918732082106
2018-01-10 00:00:00+00:00,59.82,60.13,58.86,60.0,8614583,50.2320283667,50.4923414526,49.4258975203,50.3831779004,8614583,0.0,1.0,0.0108144643446197
2018-01-11 00:00:00+00:00,60.0,60.02,59.45,59.52,5742148,50.3831779004,50.3999722931,49.921332103,49.9801124772,5742148,0.0,1.0,0.0030090270812197
2018-01-12 00:00:00+00:00,60.4,60.51,59.65,60.4,6927724,50.7190657531,50.8114349126,50.0892760294,50.7190657531,6927724,0.0,1.0,0.0066666666672752
2018-01-16 00:00:00+00:00,60.56,61.1,60.3,60.33,7861835,50.8534208942,51.3068694953,50.6350937899,50.6602853789,7861835,0.0,1.0,0.0026490066231512
2018-01-17 00:00:00+00:00,60.66,61.33,60.52,61.0,8250221,50.9373928573,51.5000050106,50.8198321089,51.2228975321,8250221,0.0,1.0,0.0016512549524387
2018-01-18 00:00:00+00:00,61.09,61.44,60.74,61.43,8906539,51.298472299,51.5923741701,51.0045704279,51.5839769737,8906539,0.0,1.0,0.0070886910665324
2018-01-19 00:00:00+00:00,61.26,61.46,60.95,61.21,8138401,51.4412246364,51.6091685627,51.1809115505,51.3992386548,8138401,0.0,1.0,0.002782779505946
2018-01-22 00:00:00+00:00,61.41,61.47,60.77,61.04,11664335,51.5671825811,51.617565759,51.0297620168,51.2564863174,11664335,0.0,1.0,0.0024485798227065
2018-01-23 00:00:00+00:00,61.69,61.91,61.14,61.32,10519161,51.802304078,51.9870423969,51.3404582806,51.4916078143,10519161,0.0,1.0,0.0045595179944186
2018-01-24 00:00:00+00:00,60.83,61.94,60.23,61.51,11764779,51.0801451947,52.0122339859,50.5763134157,51.6511545443,11764779,0.0,1.0,-0.0139406710985794
2018-01-25 00:00:00+00:00,60.55,61.2,60.4,61.03,13009129,50.8450236979,51.3908414585,50.7190657531,51.2480891211,13009129,0.0,1.0,-0.0046029919434215
2018-01-26 00:00:00+00:00,57.99,58.17,56.55,57.94,51159714,48.6953414408,48.8464909745,47.4861451712,48.6533554592,51159714,0.0,1.0,-0.0422791081753155
2018-01-29 00:00:00+00:00,57.02,58.35,56.91,57.55,18709513,47.8808133981,48.9976405082,47.7884442386,48.3258648028,18709513,0.0,1.0,-0.0167270218998307
2018-01-30 00:00:00+00:00,57.19,57.54,56.74,56.96,14232179,48.0235657354,48.3174676065,47.6456919012,47.8304302202,14232179,0.0,1.0,0.0029814100297982
2018-01-31 00:00:00+00:00,56.81,57.45,56.7,57.23,12984489,47.7044722754,48.2418928397,47.6121031159,48.0571545207,12984489,0.0,1.0,-0.0066445182716781
2018-02-01 00:00:00+00:00,56.0,56.42,55.89,56.28,14628946,47.0242993737,47.376981619,46.9319302143,47.2594208706,14628946,0.0,1.0,-0.0142580531605784
2018-02-02 00:00:00+00:00,55.77,56.32,55.7,55.9,15236577,46.8311638585,47.2930096559,46.7723834842,46.9403274106,15236577,0.0,1.0,-0.0041071428553388
2018-02-05 00:00:00+00:00,54.69,56.26,54.57,55.53,13956346,45.9242666563,47.242626478,45.8235003005,46.6296311469,13956346,0.0,1.0,-0.0193652501342947
2018-02-06 00:00:00+00:00,55.61,56.06,53.56,53.69,17197963,46.6968087174,47.0746825516,44.9753834725,45.0845470246,17197963,0.0,1.0,0.0168220881322234
2018-02-07 00:00:00+00:00,54.46,55.43,54.44,55.08,13737297,45.9830470305,46.802062007,45.9661601237,46.5065411392,13737297,0.3,1.0,-0.0152850206792405
2018-02-08 00:00:00+00:00,53.77,54.79,53.75,54.5,15689415,45.4004487482,46.2616809915,45.3835618415,46.0168208439,15689415,0.0,1.0,-0.0126698494319781
2018-02-09 00:00:00+00:00,54.58,55.06,53.65,54.2,18304362,46.0843684709,46.4896542324,45.2991273078,45.763517243,18304362,0.0,1.0,0.015064162173664
2018-02-12 00:00:00+00:00,55.38,55.73,54.55,54.86,10928389,46.7598447401,47.0553656079,46.0590381108,46.3207851651,10928389,0.0,1.0,0.0146573836555128
2018-02-13 00:00:00+00:00,55.67,55.72,55.02,55.25,8937163,47.0047048877,47.0469221546,46.455880419,46.6500798464,8937163,0.0,1.0,0.0052365474898596
2018-02-14 00:00:00+00:00,55.99,56.7,55.29,55.47,14098533,47.2748953954,47.8743805844,46.6838536598,46.8358358204,14098533,0.0,1.0,0.0057481587927319
2018-02-15 00:00:00+00:00,56.58,56.83,55.9,56.36,10271457,47.773059144,47.9841454782,47.1989043152,47.58730317,10271457,0.0,1.0,0.0105375959995983
2018-02-16 00:00:00+00:00,56.48,57.05,56.34,56.65,10099667,47.6886246104,48.1699014522,47.5704162633,47.8321633176,10099667,0.0,1.0,-0.0017674089772123
2018-02-20 00:00:00+00:00,55.97,56.54,55.83,56.29,9357795,47.2580084887,47.7392853306,47.1398001416,47.5281989964,9357795,0.0,1.0,-0.0090297450433513
2018-02-21 00:00:00+00:00,56.1,56.74,55.86,55.93,7795338,47.3677733825,47.9081543979,47.1651305017,47.2242346753,7795338,0.0,1.0,0.0023226728613889
2018-02-22 00:00:00+00:00,55.4,56.14,55.26,55.95,10127622,46.7767316469,47.4015471959,46.6585232997,47.241121582,10127622,0.0,1.0,-0.0124777183598493
2018-02-23 00:00:00+00:00,56.14,56.15,54.8,55.65,11209477,47.4015471959,47.4099906493,46.2701244449,46.987817981,11209477,0.0,1.0,0.0133574007204373
2018-02-26 00:00:00+00:00,57.17,57.35,56.32,56.42,8590227,48.2712228926,48.4232050532,47.5535293565,47.6379638902,8590227,0.0,1.0,0.0183469896690464
2018-02-27 00:00:00+00:00,56.57,57.64,56.56,57.29,8770432,47.7646156907,48.6680652008,47.7561722373,48.372544333,8770432,0.0,1.0,-0.0104950148668735
2018-02-28 00:00:00+00:00,57.1,57.92,56.83,56.84,11207553,48.2121187191,48.9044818951,47.9841454782,47.9925889315,11207553,0.0,1.0,0.0093689234578544
2018-03-01 00:00:00+00:00,56.17,57.56,55.83,57.0,11127627,47.426877556,48.6005175739,47.1398001416,48.1276841854,11127627,0.0,1.0,-0.0162872154131012
2018-03-02 00:00:00+00:00,56.93,57.2,55.68,55.72,11555132,48.0685800118,48.2965532527,47.0131483411,47.0469221546,11555132,0.0,1.0,0.0135303542815421
2018-03-05 00:00:00+00:00,56.99,57.42,56.68,56.83,7835398,48.119240732,48.4823092268,47.8574936777,47.9841454782,7835398,0.0,1.0,0.0010539258739818
2018-03-06 00:00:00+00:00,57.03,57.25,56.54,57.25,8046794,48.1530145455,48.3387705195,47.7392853306,48.3387705195,8046794,0.0,1.0,0.0007018775231326
2018-03-07 00:00:00+00:00,57.03,57.17,56.62,56.62,7044099,48.1530145455,48.2712228926,47.8068329575,47.8068329575,7044099,0.0,1.0,0.0
2018-03-08 00:00:00+00:00,57.47,57.8,57.13,57.29,7220649,48.5245264936,48.8031604547,48.2374490792,48.372544333,7220649,0.0,1.0,0.0077152375942934
2018-03-09 00:00:00+00:00,58.46,58.63,57.67,57.67,8934513,49.3604283768,49.503967084,48.6933955609,48.6933955609,8934513,0.0,1.0,0.0172263789799216
2018-03-12 00:00:00+00:00,59.4,59.68,58.48,58.67,10526829,50.1541129932,50.3905296874,49.3773152835,49.5377408975,10526829,0.0,1.0,0.0160793705099415
2018-03-13 00:00:00+00:00,59.05,60.7,58.89,59.7,10349057,49.8585921254,51.2517619308,49.7234968715,50.4074165942,10349057,0.0,1.0,-0.0058922558921552
2018-03-14 00:00:00+00:00,58.83,59.72,58.71,59.28,6473498,49.6728361514,50.4243035009,49.571514711,50.0527915528,6473498,0.0,1.0,-0.0037256562225584
2018-03-15 00:00:00+00:00,59.37,60.07,58.82,58.93,7347864,50.1287826331,50.7198243687,49.664392698,49.757270685,7347864,0.0,1.0,0.009178990309921
2018-03-16 00:00:00+00:00,59.0,59.65,58.94,59.38,12133906,49.8163748586,50.3651993274,49.7657141384,50.1372260865,12133906,0.0,1.0,-0.0062321037553726
2018-03-19 00:00:00+00:00,58.3,58.85,57.8,58.7,8772712,49.225333123,49.6897230581,48.8031604547,49.5630712576,8772712,0.0,1.0,-0.0118644067794501
2018-03-20 00:00:00+00:00,58.66,58.98,58.45,58.45,5763174,49.5292974441,49.7994879518,49.3519849234,49.3519849234,5763174,0.0,1.0,0.0061749571169074
2018-03-21 00:00:00+00:00,58.47,59.55,58.39,58.75,6473479,49.3688718302,50.2807647937,49.3013242033,49.6052885244,6473479,0.0,1.0,-0.0032390044312876
2018-03-22 00:00:00+00:00,57.77,58.72,57.75,58.03,6737470,48.7778300946,49.5799581643,48.7609431878,48.9973598821,6737470,0.0,1.0,-0.0119719514278722
2018-03-23 00:00:00+00:00,56.31,57.93,56.31,57.78,9104875,47.5450859032,48.9129253484,47.5450859032,48.7862735479,9104875,0.0,1.0,-0.0252726328540898
2018-03-26 00:00:00+00:00,57.8,58.0,56.55,56.96,8377405,48.8031604547,48.972029522,47.7477287839,48.0939103719,8377405,0.0,1.0,0.0264606641801299
2018-03-27 00:00:00+00:00,57.46,58.5,57.14,58.1,7219644,48.5160830402,49.3942021903,48.2458925325,49.0564640556,7219644,0.0,1.0,-0.0058823529424179
2018-03-28 00:00:00+00:00,57.9,58.1,57.22,57.5,9301897,48.8875949883,49.0564640556,48.3134401594,48.5498568537,9301897,0.0,1.0,0.0076575008702199
2018-03-29 00:00:00+00:00,57.89,58.14,56.83,57.26,12015218,48.879151535,49.0902378691,47.9841454782,48.3472139729,12015218,0.0,1.0,-0.0001727115703282
2018-04-02 00:00:00+00:00,56.24,57.73,55.38,57.52,16778277,47.4859817296,48.7440562811,46.7598447401,48.5667437604,16778277,0.0,1.0,-0.0285023320096384
2018-04-03 00:00:00+00:00,58.0,58.05,56.45,56.55,10908217,48.972029522,49.0142467888,47.6632942503,47.7477287839,10908217,0.0,1.0,0.0312944523472635
2018-04-04 00:00:00+00:00,58.83,58.97,57.21,57.25,7893065,49.6728361514,49.7910444985,48.3049967061,48.3387705195,7893065,0.0,1.0,0.014310344828269
2018-04-05 00:00:00+00:00,59.14,59.27,58.86,59.0,6305050,49.9345832057,50.0443480994,49.6981665114,49.8163748586,6305050,0.0,1.0,0.0052694203629164
2018-04-06 00:00:00+00:00,58.34,59.14,58.09,58.78,8264473,49.2591069364,49.9345832057,49.0480206023,49.6306188845,8264473,0.0,1.0,-0.0135272235379926
2018-04-09 00:00:00+00:00,58.7,59.37,58.42,58.54,8023776,49.5630712576,50.1287826331,49.3266545634,49.4279760037,8023776,0.0,1.0,0.0061707233464962
2018-04-10 00:00:00+00:00,59.41,59.49,58.87,59.11,6671853,50.1625564466,50.2301040735,49.7066099648,49.9092528456,6671853,0.0,1.0,0.0120954003411981
2018-04-11 00:00:00+00:00,59.42,59.71,59.0,59.19,5508027,50.1709998999,50.4158600475,49.8163748586,49.9768004725,5508027,0.0,1.0,0.0001683218300285
2018-04-12 00:00:00+00:00,59.43,60.12,59.42,59.66,6088247,50.1794433533,50.7620416355,50.1709998999,50.3736427807,6088247,0.0,1.0,0.0001682935045512
2018-04-13 00:00:00+00:00,59.24,59.55,58.96,59.0,6689776,50.0190177394,50.2807647937,49.7826010451,49.8163748586,6689776,0.0,1.0,-0.0031970385317049
2018-04-16 00:00:00+00:00,59.43,59.69,58.84,59.13,6119171,50.1794433533,50.3989731408,49.6812796047,49.9261397523,6119171,0.0,1.0,0.0032072923689909
2018-04-17 00:00:00+00:00,59.83,60.0,59.4,59.75,6139581,50.5171814879,50.6607201952,50.1541129932,50.449633861,6139581,0.0,1.0,0.0067306074366364
2018-04-18 00:00:00+00:00,59.5,59.83,59.44,59.73,5914193,50.2385475269,50.5171814879,50.1878868067,50.4327469543,5914193,0.0,1.0,-0.0055156276101179
2018-04-19 00:00:00+00:00,59.22,59.49,58.73,59.42,6280126,50.0021308326,50.2301040735,49.5884016177,50.1709998999,6280126,0.0,1.0,-0.0047058823540511
2018-04-20 00:00:00+00:00,58.0,59.18,57.8,59.03,12037567,48.972029522,49.9683570192,48.8031604547,49.8417052187,12037567,0.0,1.0,-0.0206011482600338
2018-04-23 00:00:00+00:00,58.16,58.73,57.69,58.01,8444396,49.1071247758,49.5884016177,48.7102824676,48.9804729754,8444396,0.0,1.0,0.0027586206885568
2018-04-24 00:00:00+00:00,57.81,58.66,57.65,58.48,7793565,48.811603908,49.5292974441,48.6765086542,49.3773152835,7793565,0.0,1.0,-0.0060178817055408
2018-04-25 00:00:00+00:00,57.71,58.27,57.29,58.27,8367357,48.7271693744,49.2000027629,48.372544333,49.2000027629,8367357,0.0,1.0,-0.0017298045308886
2018-04-26 00:00:00+00:00,59.38,60.18,57.85,58.11,14516626,50.1372260865,50.8127023557,48.8453777215,49.064907509,14516626,0.0,1.0,0.0289377924103428
2018-04-27 00:00:00+00:00,58.36,58.98,57.5,58.07,11975153,49.2759938432,49.7994879518,48.5498568537,49.0311336955,11975153,0.0,1.0,-0.017177500841673
2018-04-30 00:00:00+00:00,57.57,58.51,57.46,58.39,7854596,48.6089610273,49.4026456436,48.5160830402,49.3013242033,7854596,0.0,1.0,-0.0135366689512655
2018-05-01 00:00:00+00:00,58.13,58.25,57.44,57.67,7257462,49.0817944157,49.1831158561,48.4991961335,48.6933955609,7257462,0.0,1.0,0.0097272885165031
2018-05-02 00:00:00+00:00,56.7,58.09,56.53,58.06,7299089,47.8743805844,49.0480206023,47.7308418772,49.0226902422,7299089,0.0,1.0,-0.0246000344052983
2018-05-03 00:00:00+00:00,56.13,56.57,55.54,56.52,7152390,47.3931037426,47.7646156907,46.894939994,47.7223984238,7152390,0.0,1.0,-0.0100529100517872
2018-05-04 00:00:00+00:00,57.68,57.93,56.49,56.54,9279180,48.7018390143,48.9129253484,47.6970680637,47.7392853306,9279180,0.0,1.0,0.0276144664170543
2018-05-07 00:00:00+00:00,57.45,59.04,57.27,58.99,10630594,48.5076395869,49.850148672,48.3556574263,49.8079314052,10630594,0.0,1.0,-0.0039875173367268
2018-05-08 00:00:00+00:00,57.67,57.71,57.0,57.45,7234031,48.6933955609,48.7271693744,48.1276841854,48.5076395869,7234031,0.0,1.0,0.003829416883236
2018-05-09 00:00:00+00:00,57.04,57.62,56.79,57.43,7015334,48.4147615998,48.9070575628,48.2025650641,48.7457881956,7015334,0.3,1.0,-0.005722212589416
2018-05-10 00:00:00+00:00,57.65,57.7,57.02,57.18,6565825,48.9325211471,48.9749604543,48.397785877,48.5335916599,6565825,0.0,1.0,0.0106942496501343
2018-05-11 00:00:00+00:00,57.27,57.86,57.07,57.72,5843427,48.6099824127,49.1107662371,48.4402251841,48.9919361771,5843427,0.0,1.0,-0.0065915004344531
2018-05-14 00:00:00+00:00,57.13,57.51,56.99,57.36,5871783,48.4911523527,48.8136910871,48.3723222927,48.6863731656,5871783,0.0,1.0,-0.0024445608515372
2018-05-15 00:00:00+00:00,56.64,57.1,56.35,57.0,7415770,48.0752471426,48.4656887684,47.8290991611,48.3808101541,7415770,0.0,1.0,-0.0085769298092756
2018-05-16 00:00:00+00:00,57.15,57.33,56.79,56.83,4843941,48.5081280756,48.6609095813,48.2025650641,48.2365165098,4843941,0.0,1.0,0.0090042372890146
2018-05-17 00:00:00+00:00,57.2,57.35,56.98,57.2,6110124,48.5505673827,48.6778853042,48.3638344313,48.5505673827,6110124,0.0,1.0,0.0008748906375826
2018-05-18 00:00:00+00:00,57.16,57.39,56.86,57.27,7786028,48.516615937,48.7118367499,48.2619800941,48.6099824127,7786028,0.0,1.0,-0.0006993006988441
2018-05-21 00:00:00+00:00,57.34,57.82,57.26,57.4,5379291,48.6693974428,49.0768147914,48.6014945513,48.7203246113,5379291,0.0,1.0,0.003149055284449
2018-05-22 00:00:00+00:00,56.96,57.62,56.91,57.5,5355604,48.3468587084,48.9070575628,48.3044194012,48.8052032256,5355604,0.0,1.0,-0.0066271363802905
2018-05-23 00:00:00+00:00,57.49,57.57,56.76,56.8,5339882,48.7967153642,48.8646182557,48.1771014798,48.2110529255,5339882,0.0,1.0,0.0093047752805051
2018-05-24 00:00:00+00:00,57.68,57.74,57.12,57.44,5681592,48.9579847314,49.0089119,48.4826644913,48.7542760571,5681592,0.0,1.0,0.0033049225956369
2018-05-25 00:00:00+00:00,57.92,58.38,57.58,57.68,6783776,49.1616934057,49.5521350315,48.8731061171,48.9579847314,6783776,0.0,1.0,0.004160887655356
2018-05-29 00:00:00+00:00,57.23,57.88,57.01,57.7,6475865,48.576030967,49.12774196,48.3892980155,48.9749604543,6475865,0.0,1.0,-0.0119129834252637
2018-05-30 00:00:00+00:00,57.48,57.66,57.15,57.43,5762434,48.7882275028,48.9410090085,48.5081280756,48.7457881956,5762434,0.0,1.0,0.0043683382848662
2018-05-31 00:00:00+00:00,56.67,57.47,56.55,57.18,9433042,48.1007107269,48.7797396414,47.9988563897,48.5335916599,9433042,0.0,1.0,-0.0140918580381003
2018-06-01 00:00:00+00:00,56.91,57.03,56.61,56.84,4967653,48.3044194012,48.4062737384,48.0497835583,48.2450043712,4967653,0.0,1.0,0.0042350449966652
2018-06-04 00:00:00+00:00,57.07,57.2,56.8,57.1,7484072,48.4402251841,48.5505673827,48.2110529255,48.4656887684,7484072,0.0,1.0,0.0028114566862307
2018-06-05 00:00:00+00:00,55.68,56.7,55.28,56.69,18278843,47.2604124453,48.1261743112,46.9208979881,48.1176864498,18278843,0.0,1.0,-0.0243560539678758
2018-06-06 00:00:00+00:00,57.17,57.18,55.62,55.84,13709779,48.5251037984,48.5335916599,47.2094852767,47.3962182282,13709779,0.0,1.0,0.0267600574701665
2018-06-07 00:00:00+00:00,57.14,57.94,57.09,57.29,7919801,48.4996402141,49.1786691286,48.457200907,48.6269581356,7919801,0.0,1.0,-0.0005247507435697
2018-06-08 00:00:00+00:00,56.6,57.06,56.52,56.92,8433528,48.0412956969,48.4317373227,47.9733928054,48.3129072627,8433528,0.0,1.0,-0.0094504725226135
2018-06-11 00:00:00+00:00,56.48,56.74,56.27,56.61,7181724,47.9394413597,48.1601257569,47.7611962697,48.0497835583,7181724,0.0,1.0,-0.002120141343452
2018-06-12 00:00:00+00:00,56.48,56.9,56.3,56.6,8249711,47.9394413597,48.2959315398,47.786659854,48.0412956969,8249711,0.0,1.0,0.0
2018-06-13 00:00:00+00:00,56.21,56.7,56.18,56.51,8283213,47.7102691011,48.1261743112,47.6848055168,47.964904944,8283213,0.0,1.0,-0.0047804532572764
2018-06-14 00:00:00+00:00,57.02,57.07,56.31,56.46,11049707,48.397785877,48.4402251841,47.7951477154,47.9224656369,11049707,0.0,1.0,0.0144102472874994
2018-06-15 00:00:00+00:00,57.11,57.21,56.46,57.04,12408270,48.4741766299,48.5590552442,47.9224656369,48.4147615998,12408270,0.0,1.0,0.0015783935466417
2018-06-18 00:00:00+00:00,57.22,57.32,56.11,56.77,9676910,48.5675431056,48.6524217199,47.6253904868,48.1855893412,9676910,0.0,1.0,0.0019261075110745
2018-06-19 00:00:00+00:00,57.43,57.5,56.34,56.65,9965474,48.7457881956,48.8052032256,47.8206112997,48.083735004,9965474,0.0,1.0,0.0036700454378026
2018-06-20 00:00:00+00:00,52.22,55.01,51.58,54.83,62091071,44.3236123903,46.6917257294,43.7803892588,46.5389442237,62091071,0.0,1.0,-0.0907191363396431
2018-06-21 00:00:00+00:00,50.62,52.63,50.36,52.29,30722957,42.9655545614,44.671614709,42.7448701642,44.3830274203,30722957,0.0,1.0,-0.030639601685471
2018-06-22 00:00:00+00:00,51.24,51.72,50.82,51.0,24429564,43.4918019701,43.8992193188,43.13531179,43.2880932958,24429564,0.0,1.0,0.012248123271584
2018-06-25 00:00:00+00:00,50.66,51.44,50.21,51.16,15578586,42.9995060071,43.6615591987,42.6175522428,43.4238990787,15578586,0.0,1.0,-0.011319281811741
2018-06-26 00:00:00+00:00,50.38,50.63,50.11,50.51,12930561,42.7618458871,42.9740424229,42.5326736285,42.8721880857,12930561,0.0,1.0,-0.005527043030698
2018-06-27 00:00:00+00:00,49.84,50.53,49.84,50.52,14576867,42.3035013698,42.8891638086,42.3035013698,42.8806759471,14576867,0.0,1.0,-0.0107185391039975
2018-06-28 00:00:00+00:00,48.54,49.48,47.37,49.45,33210109,41.2000793839,41.9979383583,40.2069995965,41.9724747741,33210109,0.0,1.0,-0.0260834670930507
2018-06-29 00:00:00+00:00,48.85,49.26,48.08,48.08,17413010,41.4632030882,41.8112054069,40.8096377581,40.8096377581,17413010,0.0,1.0,0.0063864853717447
2018-07-02 00:00:00+00:00,49.06,49.1,48.55,48.64,9870932,41.6414481783,41.675399624,41.2085672453,41.2849579982,9870932,0.0,1.0,0.0042988741058149
2018-07-03 00:00:00+00:00,48.77,49.3,48.76,49.15,7517541,41.3953001968,41.8451568526,41.3868123353,41.7178389311,7517541,0.0,1.0,-0.0059111292298492
2018-07-05 00:00:00+00:00,48.61,49.03,48.4,48.92,9630476,41.2594944139,41.615984594,41.0812493238,41.5226181182,9630476,0.0,1.0,-0.0032807053519205
2018-07-06 00:00:00+00:00,48.98,49.19,48.58,48.9,10711984,41.5735452868,41.7517903769,41.2340308296,41.5056423954,10711984,0.0,1.0,0.0076116025501804
2018-07-09 00:00:00+00:00,49.9,50.05,49.21,49.21,12811694,42.3544285384,42.4817464599,41.7687660997,41.7687660997,12811694,0.0,1.0,0.0187831768066204
2018-07-10 00:00:00+00:00,50.42,50.51,49.96,50.08,9038021,42.7957973328,42.8721880857,42.405355707,42.5072100442,9038021,0.0,1.0,0.0104208416836468
2018-07-11 00:00:00+00:00,50.14,50.48,50.02,50.22,9542401,42.5581372128,42.8467245014,42.4562828756,42.6260401042,9542401,0.0,1.0,-0.0055533518432159
2018-07-12 00:00:00+00:00,50.25,50.66,50.2,50.36,9339200,42.6515036885,42.9995060071,42.6090643813,42.7448701642,9339200,0.0,1.0,0.0021938571989923
2018-07-13 00:00:00+00:00,51.62,51.65,50.26,50.26,21720110,43.8143407045,43.8398042888,42.6599915499,42.6599915499,21720110,0.0,1.0,0.0272636815923921
2018-07-16 00:00:00+00:00,50.94,51.55,50.69,51.55,16974920,43.2371661272,43.7549256745,43.0249695914,43.7549256745,16974920,0.0,1.0,-0.013173188687071
2018-07-17 00:00:00+00:00,51.28,51.3,50.6,50.66,11421330,43.5257534158,43.5427291387,42.9485788386,42.9995060071,11421330,0.0,1.0,0.0066745190411183
2018-07-18 00:00:00+00:00,51.15,51.62,51.0,51.34,13549524,43.4154112172,43.8143407045,43.2880932958,43.5766805844,13549524,0.0,1.0,-0.002535101404125
2018-07-19 00:00:00+00:00,51.34,51.49,51.0,51.11,11415630,43.5766805844,43.7039985059,43.2880932958,43.3814597715,11415630,0.0,1.0,0.0037145650053431
2018-07-20 00:00:00+00:00,50.91,51.24,50.75,51.06,11033405,43.2117025429,43.4918019701,43.07589676,43.3390204644,11033405,0.0,1.0,-0.0083755356444167
2018-07-23 00:00:00+00:00,51.19,51.27,50.76,50.76,8406801,43.449362663,43.5172655544,43.0843846215,43.0843846215,8406801,0.0,1.0,0.005499901788504
2018-07-24 00:00:00+00:00,51.17,51.72,51.06,51.3,9921586,43.4323869401,43.8992193188,43.3390204644,43.5427291387,9921586,0.0,1.0,-0.0003907013097445
2018-07-25 00:00:00+00:00,51.62,51.72,51.01,51.01,11370019,43.8143407045,43.8992193188,43.2965811572,43.2965811572,11370019,0.0,1.0,0.0087942153611491
2018-07-26 00:00:00+00:00,51.45,51.84,51.34,51.68,11114792,43.6700470602,44.001073656,43.5766805844,43.8652678731,11114792,0.0,1.0,-0.0032932971711971
2018-07-27 00:00:00+00:00,52.15,52.6,50.21,51.5,15770270,44.2641973603,44.6461511247,42.6175522428,43.7124863673,15770270,0.0,1.0,0.013605442175983
2018-07-30 00:00:00+00:00,51.9,52.85,51.76,52.2,14448359,44.0520008245,44.8583476604,43.9331707645,44.3066366675,14448359,0.0,1.0,-0.0047938638550875
2018-07-31 00:00:00+00:00,52.39,52.69,51.85,52.03,9228240,44.4679060346,44.7225418776,44.0095615174,44.1623430231,9228240,0.0,1.0,0.009441233140736
2018-08-01 00:00:00+00:00,51.93,52.24,51.25,52.24,11952400,44.0774644088,44.3405881132,43.5002898316,44.3405881132,11952400,0.0,1.0,-0.0087803015841627
2018-08-02 00:00:00+00:00,51.68,52.35,51.43,52.1,13636439,43.8652678731,44.4339545889,43.6530713373,44.2217580531,13636439,0.0,1.0,-0.00481417292365
2018-08-03 00:00:00+00:00,52.23,52.45,51.58,51.7,8246476,44.3321002517,44.5188332032,43.7803892588,43.8822435959,8246476,0.0,1.0,0.0106424148588473
2018-08-06 00:00:00+00:00,52.07,52.27,51.8,52.1,6505777,44.1962944689,44.3660516975,43.9671222102,44.2217580531,6505777,0.0,1.0,-0.0030633735381122
2018-08-07 00:00:00+00:00,52.07,52.21,51.8,52.08,5869803,44.1962944689,44.3151245289,43.9671222102,44.2047823303,5869803,0.0,1.0,0.0
2018-08-08 00:00:00+00:00,51.55,51.93,51.36,51.83,7258334,44.060488686,44.3852798732,43.8980930924,44.2998085081,7258334,0.36,1.0,-0.0030727866336297
2018-08-09 00:00:00+00:00,51.92,52.02,51.32,51.53,7175435,44.3767327367,44.4622041017,43.8639045463,44.043394413,7175435,0.0,1.0,0.0071774975750662
2018-08-10 00:00:00+00:00,51.51,51.63,51.2,51.59,10539692,44.0263001399,44.128865778,43.7613389083,44.094677232,10539692,0.0,1.0,-0.0078967642543495
2018-08-13 00:00:00+00:00,51.81,51.96,51.47,51.62,7911311,44.2827142351,44.4109212827,43.9921115939,44.1203186415,7911311,0.0,1.0,0.0058241118237327
2018-08-14 00:00:00+00:00,52.59,52.74,51.79,51.85,9385434,44.9493908825,45.0775979301,44.2656199621,44.3169027811,9385434,0.0,1.0,0.0150550086848915
2018-08-15 00:00:00+00:00,52.75,52.94,52.3,52.31,9566235,45.0861450666,45.2485406602,44.7015239239,44.7100710604,9566235,0.0,1.0,0.0030424034990259
2018-08-16 00:00:00+00:00,53.04,53.36,52.92,52.98,8721212,45.3340120253,45.6075203935,45.2314463872,45.2827292063,8721212,0.0,1.0,0.0054976303326412
2018-08-17 00:00:00+00:00,53.56,53.61,52.95,52.95,8166981,45.7784631236,45.8211988061,45.2570877967,45.2570877967,8166981,0.0,1.0,0.0098039215689085
